hour
0
3
3
3
4
3
3
3
4
4
4
4
4
4
4
4
4
4
4
5
5
5
5
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
13
13
13
13
13
14
13
13
14
14
14
14
14
14
22
14
14
14
15
15
15
15
15
15
21
15
15
16
17
16
16
16
16
16
16
16
16
16
23
16
0
16
17
20
20
20
20
20
20
20
20
17
18
20
20
20
20
20
19
20
20
21
21
21
21
21
21
21
21
21
0
21
21
21
1
22
9
22
22
22
21
7
12
12
22
2
6
17
19
1
2
4
21
13
13
13
13
13
13
14
14
4
14
15
15
15
15
15
16
17
17
22
17
17
17
17
17
17
17
17
18
2
18
18
18
18
18
18
18
18
18
20
18
18
19
19
19
20
19
19
19
19
19
19
19
19
19
23
20
20
20
20
20
20
23
20
20
21
23
22
22
22
22
22
22
22
22
22
23
23
23
2
23
23
23
23
23
23
23
23
23
0
0
0
0
0
0
20
0
0
0
8
8
8
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
10
10
10
10
10
10
11
11
11
11
11
11
11
11
11
11
11
11
11
12
12
12
12
12
12
12
12
12
12
12
12
21
21
21
21
21
21
21
21
21
21
22
22
22
22
22
22
22
22
22
22
23
23
23
23
23
23
23
23
23
23
0
0
0
0
0
0
0
0
0
0
0
1
0
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
5
4
4
4
4
4
4
4
4
4
4
5
5
5
5
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
7
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
10
10
10
10
10
10
11
11
11
11
11
11
11
11
11
11
11
11
11
12
12
12
12
12
12
12
12
12
12
12
12
13
13
13
13
13
13
13
13
13
13
13
13
13
14
14
14
14
14
14
14
14
14
14
14
14
14
15
15
15
15
15
15
15
15
15
15
15
15
15
16
16
16
16
16
16
16
16
16
16
16
16
16
17
17
17
17
17
17
17
17
17
17
2
17
17
18
18
18
18
18
18
18
18
18
18
18
18
18
19
19
19
19
19
19
19
19
19
19
19
19
0
0
0
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
2
3
3
3
3
5
3
3
